job_id,low,medium,high
1,0.03962066525360834,0.22405166313402086,0.6147699929347084
2,0.04535324879652222,0.23838312199130554,0.6434329106492778
3,0.08107080538560467,0.3276770134640117,0.8220206935946901
4,0.054148789481897136,0.26037197370474285,0.6874106140761523
5,0.033924306211395486,0.2098107655284887,0.586288197723644
6,0.032778380939623,0.2069459523490575,0.5805585713647816
7,0.07587455471061198,0.31468638677652994,0.7960394402197266
8,0.03172462856115496,0.2043115714028874,0.5752898094724415
9,0.024970313722352235,0.18742578430588058,0.5415182352784278
10,0.03588871713383851,0.21472179283459625,0.5961102523358592
11,0.05574153765418219,0.2643538441354555,0.6953743549375776
12,0.05360603347821785,0.2590150836955446,0.6846968340577559
13,0.07064738506085184,0.3016184626521296,0.769903591970926
14,0.05403173013374572,0.2600793253343643,0.6868253173353953
15,0.035894747628747364,0.2147368690718684,0.5961404048104035
16,0.04419308951205951,0.23548272378014878,0.6376321142269643
17,0.07120806473139403,0.303020161828485,0.7727069903236368
18,0.0584337641613169,0.27108441040329223,0.7088354874732512
19,0.08060517617982947,0.3265129404495737,0.8196925475658141
20,0.04129362740611206,0.22823406851528014,0.623134803697227
21,0.053507434034752485,0.25876858508688116,0.6842038368404291
22,0.05626161344087788,0.2656540336021947,0.6979747338710561
23,0.073219413885004,0.30804853471251,0.7827637360916867
24,0.026364902545768783,0.19091225636442194,0.5484911793955106
25,0.04376735578320844,0.2344183894580211,0.6355034455827089
26,0.07733059744415313,0.3183264936103828,0.8033196538874323
27,0.019537792571213613,0.17384448142803402,0.5143556295227347
28,0.07151375201210013,0.3037843800302503,0.7742354267271674
29,0.04435893582474831,0.23589733956187076,0.6384613457904083
30,0.07198693235187352,0.30496733087968375,0.7766013284260342
31,0.017330304053819464,0.16832576013454864,0.503318186935764
32,0.04100307718388471,0.22750769295971177,0.6216820525860902
33,0.021908669144375992,0.17977167286093998,0.5262100123885466
34,0.06017430508910923,0.27543576272277304,0.7175381921122128
35,0.03492327323997048,0.2123081830999262,0.5912830328665191
36,0.06351013804398575,0.2837753451099644,0.7342173568865955
37,0.07958676179613938,0.3239669044903485,0.8146004756473637
38,0.02512114015074985,0.1878028503768746,0.542272367420416
39,0.07431855302671828,0.31079638256679565,0.788259431800258
40,0.020630943440022566,0.1765773586000564,0.5198213838667795
41,0.04205136722072596,0.2301284180518149,0.6269235027702965
42,0.04531827074523844,0.2382956768630961,0.6432580203928588
43,0.04925663645556429,0.2481415911389107,0.662949848944488
44,0.0817641547957363,0.3294103869893408,0.8254874406453483
45,0.06837941254012189,0.29594853135030474,0.7585637293672762
46,0.0372571575146174,0.2181428937865435,0.6029524542397536
47,0.03465578570005334,0.21163946425013336,0.5899455951669333
48,0.07420801361262118,0.3105200340315529,0.7877067347297726
49,0.07542047818251266,0.31355119545628163,0.79376905757923
50,0.050713767036243015,0.25178441759060755,0.6702355018478818
51,0.03961971539748835,0.22404928849372086,0.6147652436541085
52,0.08299448987739452,0.3324862246934863,0.8316391160536394
53,0.037729569691180014,0.21932392422795002,0.6053145151225667
54,0.028847491928437496,0.19711872982109374,0.5609041263088541
55,0.07533987475360465,0.3133496868840116,0.79336604043469
56,0.0708223598740836,0.30205589968520896,0.7707784660370847
57,0.061192627038090086,0.2779815675952252,0.7226298018571171
58,0.08056090878519678,0.326402271962992,0.8194712105926507
59,0.07838097181429458,0.32095242953573644,0.8085715257381396
60,0.06654990022011693,0.2913747505502923,0.7494161677672514
61,0.07404676063651185,0.3101169015912796,0.7869004698492259
62,0.03314311602147384,0.20785779005368457,0.5823822467740358
63,0.026083103793402104,0.19020775948350527,0.5470821856336772
64,0.061337456620995726,0.2783436415524893,0.7233539497716454
65,0.06430790244365019,0.2857697561091255,0.7382061788849176
66,0.02780352858548481,0.194508821463712,0.5556843095940908
67,0.043037151540325065,0.23259287885081265,0.631852424368292
68,0.07735038441440364,0.31837596103600907,0.8034185887386849
69,0.05409338450334819,0.2602334612583705,0.6871335891834076
70,0.055222394328418176,0.26305598582104545,0.6927786383087575
71,0.029608651526052906,0.19902162881513225,0.5647099242969312
72,0.051734816574525014,0.2543370414363125,0.6753407495392918
73,0.05156231515966132,0.2539057878991533,0.6744782424649733
74,0.022595709349751466,0.18148927337437865,0.529645213415424
75,0.08212951287511375,0.33032378218778435,0.8273142310422354
76,0.05475970669705163,0.2618992667426291,0.6904652001519248
77,0.01709392551095401,0.16773481377738503,0.5021362942214367
78,0.0681766134150259,0.29544153353756475,0.7575497337417962
79,0.08188438092267637,0.3297109523066909,0.8260885712800485
80,0.055991335221396696,0.26497833805349175,0.6966233427736501
81,0.03797877575217767,0.21994693938044416,0.606560545427555
82,0.029167181048518995,0.19791795262129747,0.5625025719092617
83,0.06150177559445795,0.2787544389861449,0.7241755446389564
84,0.029673826563787004,0.1991845664094675,0.5650357994856017
85,0.05517919283452395,0.2629479820863099,0.6925626308392865
86,0.056815945091975045,0.2670398627299376,0.700746392126542
87,0.08082820620829206,0.3270705155207302,0.8208076977081271
88,0.021484351035325117,0.17871087758831278,0.5240884218432923
89,0.04999818824390789,0.24999547060976973,0.6666576078862062
90,0.06627316528550989,0.2906829132137747,0.7480324930942162
91,0.028481782698310587,0.19620445674577647,0.5590755801582196
92,0.04253778211896794,0.23134445529741987,0.6293555772615065
93,0.02085969989699809,0.1771492497424952,0.5209651661516571
94,0.06505872425171845,0.2876468106292961,0.7419602879252589
95,0.022517859117299116,0.18129464779324778,0.5292559622531623
96,0.043006113890531175,0.23251528472632793,0.6316972361193225
97,0.07490150874138214,0.3122537718534554,0.7911742103735775
98,0.0481533557833341,0.24538338945833524,0.6574334455833372
99,0.07750812890939238,0.3187703222734809,0.8042073112136285
100,0.06772780784925816,0.2943195196231454,0.7553057059129575
101,0.07768826400745106,0.3192206600186276,0.8051079867039219
102,0.02516020060326042,0.18790050150815105,0.5424676696829688
103,0.02157086035537547,0.17892715088843866,0.524520968443544
104,0.021355083571281203,0.178387708928203,0.5234420845230727
105,0.07459028628982128,0.31147571572455324,0.7896180981157732
106,0.05893799862316289,0.2723449965579072,0.7113566597824811
107,0.04977144625325687,0.24942861563314217,0.665523897932951
108,0.027569561079765353,0.19392390269941337,0.5545144720654934
109,0.06158222918181824,0.2789555729545456,0.7245778125757579
110,0.03786782585638654,0.21966956464096632,0.6060057959485994
111,0.06405865755106299,0.2851466438776575,0.7369599544219816
112,0.04735702192448832,0.2433925548112208,0.6534517762891083
113,0.05049799070296848,0.2512449767574212,0.6691566201815091
114,0.06931104883065803,0.29827762207664504,0.7632219108199568
115,0.022849698368225382,0.18212424592056345,0.5309151585077936
116,0.0552505668882335,0.2631264172205837,0.6929195011078342
117,0.029815663153057902,0.19953915788264476,0.5657449824319561
118,0.07054245012090454,0.3013561253022613,0.7693789172711893
119,0.049256402408617325,0.24814100602154332,0.6629486787097534
120,0.08257968889118797,0.3314492222279699,0.8295651111226066
