job_id,low,medium,high
1,0.07601829013365283,0.315045725334132,0.7967581173349307
2,0.031810506235558644,0.2045262655888966,0.5757191978444599
3,0.058212476312402825,0.27053119078100707,0.7077290482286809
4,0.022267689572158987,0.18066922393039747,0.5280051145274616
5,0.07217627651022651,0.3054406912755663,0.7775480492177993
6,0.06913988716591223,0.29784971791478054,0.7623661024962278
9,0.03262462953286348,0.20656157383215867,0.5797898143309841
7,0.07509894872071358,0.3127473718017839,0.7921614102702346
8,0.020571202320346288,0.1764280058008657,0.5195226782683982
10,0.039074470703044026,0.22268617675761004,0.6120390201818868
11,0.026685297792989268,0.19171324448247318,0.550093155631613
12,0.046689291109952465,0.24172322777488114,0.650113122216429
13,0.06975495135248629,0.29938737838121565,0.765441423429098
14,0.0320428139329165,0.20510703483229123,0.5768807363312491
15,0.020134753404293975,0.17533688351073493,0.5173404336881365
17,0.043636789321435214,0.23409197330358802,0.6348506132738427
18,0.029900869633950354,0.1997521740848759,0.5661710148364184
16,0.02271686970794146,0.18179217426985364,0.530251015206374
19,0.05535549239912338,0.26338873099780846,0.6934441286622836
20,0.03657974218792817,0.21644935546982041,0.5995653776063076
21,0.061466325197090624,0.2786658129927265,0.7239982926521198
22,0.029967696264547553,0.19991924066136887,0.5665051479894044
23,0.07947420736709986,0.3236855184177496,0.814037703502166
24,0.04100734454965524,0.22751836137413808,0.6217033894149429
25,0.02369968530468197,0.1842492132617049,0.5351650931900765
26,0.058607210102647286,0.27151802525661817,0.7097027171799031
27,0.07847697020452449,0.3211924255113112,0.8090515176892892
28,0.04602514364771893,0.2400628591192973,0.6467923849052614
29,0.0803060329127158,0.3257650822817895,0.8181968312302458
30,0.04999305424584313,0.24998263561460782,0.6666319378958824
33,0.04501524165660503,0.23753810414151258,0.6417428749496918
31,0.058014230134358524,0.2700355753358963,0.7067378173384593
32,0.08300643368235494,0.3325160842058873,0.8316988350784413
34,0.07992957832918435,0.32482394582296087,0.8163145583125885
35,0.0473363426206064,0.243340856551516,0.6533483797696987
36,0.06718192302055276,0.2929548075513819,0.7525762817694306
37,0.04982817969917459,0.24957044924793648,0.6658075651625397
38,0.05195414401311803,0.25488536003279505,0.6764373867322568
39,0.06905238004758717,0.2976309501189679,0.7619285669046025
41,0.04431038995704472,0.2357759748926118,0.6382186164518903
42,0.06563223811924862,0.2890805952981216,0.7448278572629098
40,0.06407619186598332,0.2851904796649583,0.7370476259965832
43,0.07880397910755854,0.32200994776889635,0.8106865622044594
44,0.024328842218727012,0.18582210554681752,0.5383108777603017
45,0.06526767447175395,0.2881691861793849,0.7430050390254365
